epoch	time	lr	loss	accuracy	val_loss	val_accuracy
1	4.0479473999585025	0.001	0.13164407181597892	87.1047619047619	0.0745431246019545	92.62857142857143
2	4.055087100015953	0.001	0.05624515677988529	94.55	0.052463786352248416	94.8952380952381
3	4.288740799995139	0.001	0.039149045872546376	96.14761904761905	0.036628127946740106	96.41904761904762
4	4.197135899972636	0.001	0.033453429987033205	96.71190476190476	0.03813899636836279	96.25714285714285
5	4.074839700013399	0.001	0.029683591803624516	97.10714285714286	0.02844790393965585	97.2
6	4.2246077000163496	0.001	0.026956002137490682	97.3404761904762	0.03075623130514508	96.96190476190476
7	4.211947900010273	0.001	0.024347147974939573	97.6	0.030258266358148486	97.0
8	4.092136599996593	0.001	0.022926337898487137	97.74047619047619	0.03289577894267582	96.75238095238095
9	4.280040200043004	0.001	0.021429075623552004	97.87619047619047	0.029263451854387917	97.06666666666666
10	4.379776099987794	0.001	0.019870725274086	98.03095238095239	0.023616329292456308	97.65714285714286
11	4.241885000024922	0.001	0.020194552887053716	98.00952380952381	0.02759337095419566	97.24761904761905
12	4.398819199996069	0.001	0.019611967616847584	98.04047619047618	0.023620489781811124	97.63809523809523
13	4.285553699999582	0.001	0.017916249688182558	98.22142857142858	0.02195763885974884	97.8
14	4.233014700002968	0.001	0.018050065984328588	98.21428571428571	0.024521531485375905	97.6
15	4.176492300000973	0.001	0.01723587606989202	98.29047619047618	0.02437825259708223	97.5904761904762
16	4.3751712999655865	0.001	0.016754307107556436	98.34285714285714	0.025563147746381305	97.41904761904762
17	4.392832199984696	0.001	0.01609455353731201	98.41428571428571	0.02833805801187243	97.14285714285714
18	4.111565899976995	0.001	0.014883842794668107	98.51428571428572	0.026352305994147347	97.36190476190477
19	4.412560599972494	0.001	0.01646338034101895	98.36666666666666	0.02454495821112678	97.57142857142857
20	4.276520999963395	0.0005	0.012336769686568352	98.78333333333333	0.022498223392736345	97.73333333333333
21	4.139909300021827	0.0005	0.010518028227346285	98.96190476190476	0.023966763076328095	97.6
22	4.161658599972725	0.0005	0.01067077659709113	98.93809523809524	0.021103741106532868	97.91428571428571
23	4.479950499953702	0.0005	0.010271808144592104	98.98809523809524	0.020881911746093204	97.9047619047619
24	4.407621799968183	0.0005	0.009332551948371388	99.08095238095238	0.020082077483336132	98.03809523809524
25	4.127630300004967	0.0005	0.009831308498978614	99.03095238095239	0.021950526325475603	97.82857142857142
26	4.309831099992152	0.0005	0.008987667185919625	99.11904761904762	0.02401216357946396	97.61904761904762
27	4.316170100006275	0.0005	0.00883557029778049	99.11904761904762	0.01961316772301992	98.02857142857142
28	4.309784699988086	0.0005	0.008350448931966509	99.16904761904762	0.020176883913221814	97.99047619047619
29	4.353823999990709	0.0005	0.008752493530511857	99.12380952380953	0.024370211677891867	97.57142857142857
30	4.368052900012117	0.0005	0.008636741635345278	99.13809523809523	0.019294798073314485	98.07619047619048
31	4.2966930999537	0.0005	0.007914537375881558	99.21428571428571	0.020355184966609593	97.99047619047619
32	4.2805121000274085	0.0005	0.008129720931961423	99.19285714285714	0.01830836929877599	98.2
33	4.303501799993683	0.0005	0.007738507200564657	99.23571428571428	0.01927026418844859	98.07619047619048
34	4.23599929996999	0.0005	0.00812292378289359	99.19047619047619	0.02082006640945162	97.88571428571429
35	4.231401800003368	0.0005	0.0071276908885864985	99.29761904761905	0.019305440193130855	98.06666666666666
36	4.219152899982873	0.0005	0.0069102957078388755	99.31190476190476	0.019413185006096248	98.07619047619048
37	4.382668400008697	0.0005	0.006723952296943891	99.33095238095238	0.01928030519258408	98.05714285714286
38	4.245972499949858	0.0005	0.0064216423680384955	99.37380952380953	0.02025447431348619	97.99047619047619
39	4.35416869999608	0.00025	0.006025501370429993	99.4	0.017777797622340066	98.20952380952382
40	4.232259000011254	0.00025	0.00543894310153666	99.45952380952382	0.019630636853831155	98.04761904761905
41	4.178194699983578	0.00025	0.005377597210662706	99.46666666666667	0.019353406769888743	98.11428571428571
42	4.233467300015036	0.00025	0.005423995072642962	99.45952380952382	0.018032276113828023	98.2
43	4.397045599995181	0.00025	0.0057639660906224025	99.42857142857143	0.018582063223634447	98.17142857142858
44	4.332116200006567	0.00025	0.00544990517553829	99.45952380952382	0.01916550574416206	98.07619047619048
