epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C	val_loss	val_accuracy	val_linear_loss
1	165.09845089999726	0.1	0.3930451203527905	60.766666666666666	0.3930450677871704	1.0	963502720.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
2	166.46755140001187	0.1	0.4897825105303809	51.01904761904762	0.489782303571701	1.0	1301715200.0	17.329999923706055	0.5130016382762363	48.57142857142857	0.5130015015602112
3	166.89924689999316	0.1	0.5056174900872367	49.43333333333333	0.5056174397468567	1.0	1748240768.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
4	166.9192778999568	0.1	0.489843608765375	51.01904761904762	0.4898436665534973	1.0	2323392768.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
5	166.71410269994522	0.1	0.5051950372287205	49.47619047619048	0.5051949620246887	1.0	2662819328.0	17.329999923706055	0.5142803113801139	48.57142857142857	0.5142802000045776
6	167.38493519998156	0.1	0.5103529847917103	48.98095238095238	0.5103530287742615	1.0	3216909056.0	17.329999923706055	0.5142818249520802	48.57142857142857	0.5142818689346313
7	167.0136041000369	0.1	0.4911393885385422	50.90952380952381	0.4911392331123352	1.0	3509308672.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
8	167.1061100999941	0.05	0.4898400329408191	51.01904761904762	0.489840030670166	1.0	3371796480.0	17.329999923706055	0.4857190591948373	51.42857142857143	0.4857191741466522
9	169.61317709996365	0.05	0.5012604988643101	49.86666666666667	0.5012605786323547	1.0	3310734336.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
10	168.41467889997875	0.05	0.4898978237878708	51.01904761904762	0.4898978173732757	1.0	3181745408.0	17.329999923706055	0.4857142857142857	51.42857142857143	0.4857142865657806
11	169.6230368000106	0.05	0.489834947347641	51.01904761904762	0.4898350536823272	1.0	3129048064.0	17.329999923706055	0.4857159002849034	51.42857142857143	0.4857157766819
12	171.36756119999336	0.05	0.4898145865485782	51.01904761904762	0.4898145496845245	1.0	3026071040.0	17.329999923706055	0.4857143453984033	51.42857142857143	0.4857142865657806
13	170.55263729998842	0.05	0.4898115582693191	51.01904761904762	0.4898115694522857	1.0	2967414784.0	17.329999923706055	0.4857158501034691	51.42857142857143	0.4857156872749328
14	170.5294810999767	0.025	0.4898271788869585	51.01904761904762	0.4898273348808288	1.0	2846931200.0	17.329999923706055	0.4859445040225982	51.42857142857143	0.4859445691108703
15	169.22838739998406	0.025	0.4898334389641171	51.01904761904762	0.4898332953453064	1.0	2729570048.0	17.329999923706055	0.4857164429142361	51.42857142857143	0.4857165515422821
16	169.8337918000179	0.025	0.5073834157217116	49.266666666666666	0.5073834657669067	1.0	2609549568.0	17.329999923706055	0.5142852325439453	48.57142857142857	0.514285147190094
17	169.62185579998186	0.025	0.4920142349061512	50.7952380952381	0.4920143187046051	1.0	2524684288.0	17.329999923706055	0.4857696592240106	51.42857142857143	0.4857697188854217
18	171.2612522999989	0.025	0.4898288095792135	51.01904761904762	0.4898289144039154	1.0	2432135936.0	17.329999923706055	0.4857148948396955	51.42857142857143	0.4857150614261627
19	170.30081960000098	0.025	0.4898202179272969	51.01904761904762	0.4898197054862976	1.0	2352938240.0	17.329999923706055	0.485719672589075	51.42857142857143	0.4857197701931
20	171.64450049999868	0.0125	0.4898517172677176	51.01904761904762	0.4898515045642853	1.0	2277288448.0	17.329999923706055	0.4857188403606415	51.42857142857143	0.4857186079025268
21	171.33275350002805	0.0125	0.4898184407552083	51.01904761904762	0.4898183047771454	1.0	2184855552.0	17.329999923706055	0.4857146398453485	51.42857142857143	0.485714703798294
22	137.01373299997067	0.0125	0.4898241282190595	51.01904761904762	0.4898239374160766	1.0	2080103424.0	17.329999923706055	0.4857383541039058	51.42857142857143	0.4857383668422699
23	124.90217720001236	0.0125	0.4898586081550234	51.01904761904762	0.4898586869239807	1.0	1964867968.0	17.329999923706055	0.4857156756264822	51.42857142857143	0.4857156276702881
24	124.52825869998196	0.0125	0.4898112499146234	51.01904761904762	0.4898109138011932	1.0	1839902464.0	17.329999923706055	0.4859105266502925	51.42857142857143	0.4859105348587036
25	124.68020639999304	0.0125	0.4898242915471394	51.01904761904762	0.4898243546485901	1.0	1705141632.0	17.329999923706055	0.4857187445844922	51.42857142857143	0.4857186377048492
26	124.73201410000912	0.0125	0.4898197102319626	51.01904761904762	0.48981973528862	1.0	1563785728.0	17.329999923706055	0.4857369828451247	51.42857142857143	0.4857369363307953
27	124.7800221000216	0.0125	0.2192665127764145	78.32619047619048	0.2192665785551071	1.0	1455131648.0	17.329999923706055	0.0586089238070306	94.31428571428572	0.058608915656805
28	124.70243280002614	0.0125	0.0527186574751422	94.93333333333334	0.0527186691761016	1.0	1316274560.0	17.329999923706055	0.0424792875988142	95.9047619047619	0.042479284107685
29	124.69284969998988	0.0125	0.0415984376505726	95.99761904761904	0.041598442941904	1.0	1171968000.0	17.329999923706055	0.0345448791838827	96.71428571428572	0.0345448702573776
30	124.66614139999729	0.0125	0.0343910165223337	96.75714285714284	0.0343910194933414	1.0	1025567616.0	17.329999923706055	0.0360853470109757	96.51428571428572	0.0360853336751461
31	124.6879555999767	0.0125	0.0299634891443309	97.1547619047619	0.0299635007977485	1.0	880710784.0	17.329999923706055	0.0406108134019942	96.17142857142858	0.040610808879137
32	124.6548489999841	0.0125	0.0276891289317891	97.38571428571429	0.027689142152667	1.0	741281088.0	17.329999923706055	0.0299120182224682	97.17142857142858	0.0299120247364044
33	124.65200800000456	0.0125	0.0260541768180472	97.53333333333332	0.0260541755706071	1.0	611103808.0	17.329999923706055	0.0275855026046435	97.43809523809524	0.0275855008512735
34	124.91466670000229	0.0125	0.0230726826865048	97.82142857142856	0.0230726767331361	1.0	489625056.0	17.329999923706055	0.028129307834875	97.23809523809524	0.0281293019652366
35	124.68836610001745	0.0125	0.0218715346959375	97.93333333333334	0.0218715295195579	1.0	385793984.0	17.329999923706055	0.0273627657975469	97.38095238095238	0.027362760156393
36	124.67886470002122	0.0125	0.0204525938346272	98.10238095238095	0.020452594384551	1.0	301416544.0	17.329999923706055	0.0271246879129182	97.42857142857144	0.0271246917545795
37	124.66742809995776	0.0125	0.0190108493382022	98.21190476190476	0.0190108604729175	1.0	234641088.0	17.329999923706055	0.0263893597040857	97.53333333333332	0.0263893641531467
38	124.65292600000976	0.0125	0.0189658902188142	98.27857142857142	0.0189658906310796	1.0	187256736.0	17.329999923706055	0.0269273291599182	97.42857142857144	0.026927338913083
39	124.65032640000572	0.0125	0.0180212747220482	98.3404761904762	0.0180212743580341	1.0	153784192.0	17.329999923706055	0.0270566383884066	97.43809523809524	0.0270566381514072
40	124.64365630003158	0.0125	0.0176656057650134	98.38095238095238	0.0176656059920787	1.0	132928272.0	17.329999923706055	0.0264838506040119	97.41904761904762	0.0264838486909866
41	124.65779339999426	0.0125	0.0165014924293472	98.51428571428572	0.0165014900267124	1.0	118140064.0	17.329999923706055	0.0255183199700855	97.5904761904762	0.0255183186382055
42	124.66266500001076	0.0125	0.0163101135534899	98.49285714285716	0.0163101088255643	1.0	106445536.0	17.329999923706055	0.0285782372809591	97.29523809523808	0.0285782441496849
43	124.67692390002776	0.0125	0.0163863349734317	98.50238095238096	0.0163863375782966	1.0	101480336.0	17.329999923706055	0.0273255283151354	97.47619047619048	0.0273255202919244
44	124.6662720000022	0.0125	0.0151263095183031	98.63571428571429	0.0151263168081641	1.0	97162120.0	17.329999923706055	0.0250236191380591	97.6	0.0250236205756664
45	124.70829389995195	0.0125	0.0150399668025118	98.63333333333334	0.0150399608537554	1.0	95125360.0	17.329999923706055	0.0262393422410601	97.52380952380952	0.0262393504381179
46	124.66837760002818	0.0125	0.0146927562859796	98.67857142857144	0.0146927563473582	1.0	92881840.0	17.329999923706055	0.0260520811790511	97.48571428571428	0.0260520856827497
47	124.65697269997328	0.0125	0.0142203710554611	98.72619047619048	0.0142203792929649	1.0	92267568.0	17.329999923706055	0.0333155709788912	96.85714285714286	0.0333155654370784
48	124.63405100000092	0.0125	0.0141268317294972	98.72619047619048	0.0141268353909254	1.0	91455200.0	17.329999923706055	0.0279345900331224	97.3047619047619	0.0279345959424972
49	124.63196769997012	0.0125	0.0139219073447443	98.7595238095238	0.013921913690865	1.0	91440264.0	17.329999923706055	0.0286733749423708	97.1047619047619	0.0286733657121658
50	124.65973169996867	0.0125	0.0134530445124421	98.8	0.0134530421346426	1.0	92539456.0	17.329999923706055	0.0265809971661794	97.45714285714286	0.0265809930860996
51	124.69342199998208	0.00625	0.0103447598218917	99.09285714285714	0.0103447595611214	1.0	85596496.0	17.329999923706055	0.0253563687318847	97.56190476190476	0.0253563672304153
52	124.71963010000763	0.00625	0.0092042681369043	99.21190476190476	0.0092042665928602	1.0	80970504.0	17.329999923706055	0.0254688873659996	97.57142857142856	0.0254688952118158
53	124.73884770000586	0.00625	0.0089884834552095	99.22857142857144	0.0089884791523218	1.0	77954792.0	17.329999923706055	0.0242623566559382	97.68571428571428	0.0242623575031757
54	124.72807070001728	0.00625	0.009036118514481	99.23333333333332	0.0090361172333359	1.0	76079544.0	17.329999923706055	0.0254046421051025	97.56190476190476	0.0254046451300382
55	124.70632169995224	0.00625	0.0089915651175237	99.2547619047619	0.008991565555334	1.0	74146408.0	17.329999923706055	0.0232659248340697	97.86666666666666	0.0232659224420785
56	124.68249769997784	0.00625	0.008556864924374	99.29761904761904	0.0085568698123097	1.0	72092224.0	17.329999923706055	0.0249533023663929	97.62857142857143	0.0249532964080572
57	124.71999299997697	0.00625	0.008394441562749	99.3047619047619	0.0083944369107484	1.0	71010784.0	17.329999923706055	0.0252646254868734	97.63809523809525	0.0252646245062351
58	124.75264660001268	0.00625	0.0084508128187486	99.31428571428572	0.0084508154541254	1.0	70539112.0	17.329999923706055	0.0250547590795017	97.58095238095238	0.0250547509640455
59	124.775861800008	0.00625	0.0083372959799709	99.34285714285714	0.0083372956141829	1.0	69377088.0	17.329999923706055	0.0257133037306013	97.52380952380952	0.025713300332427
60	124.84763560001738	0.00625	0.0079224195125557	99.3452380952381	0.0079224212095141	1.0	68181360.0	17.329999923706055	0.0241830029487609	97.8	0.0241830013692379
61	124.9535854999558	0.00625	0.0079357589206525	99.37380952380953	0.00793575681746	1.0	67602976.0	17.329999923706055	0.0235143118614242	97.86666666666666	0.0235143043100833
62	124.98220229998697	0.003125	0.0065626397196735	99.43809523809524	0.0065626385621726	1.0	64850776.0	17.329999923706055	0.0233312457232248	97.83809523809524	0.0233312435448169
63	124.9841339000268	0.003125	0.0065323998175916	99.45714285714286	0.00653240038082	1.0	62899112.0	17.329999923706055	0.0238475435716765	97.82857142857142	0.0238475445657968
