epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C
1	1.3375383999664336	0.1	0.3167707730142249	96.17575264442635	0.037910308688879	0.1979670822620391	122.62722778320312	2.5053820610046387
2	0.9836637999978848	0.1	0.1165712436553518	96.09438567941416	0.038150355219841	0.0859441310167312	11.60847282409668	1.270708441734314
3	1.1368236999842338	0.1	0.0750006231910528	96.1757526692576	0.0379261560738086	0.0693884715437889	3.1293187141418457	0.8295793533325195
4	1.1860996999894269	0.1	0.0741687058853826	96.09438567941416	0.0381775312125682	0.0761893615126609	7.994268417358398	0.7179792523384094
5	0.996038600045722	0.1	0.0717473236648434	96.17575264442635	0.0381331257522106	0.0778758749365806	9.124462127685549	0.7105351686477661
6	1.0290188000071794	0.1	0.0777495302944963	96.17575264442635	0.0380004309117794	0.07640390843153	8.28996753692627	0.7615490555763245
7	1.0169983999803662	0.1	0.0749291218635364	96.09438567941416	0.0381464585661888	0.1040806472301483	26.63998794555664	0.7291425466537476
8	1.0599328999524005	0.1	0.0787202522652701	96.09438567941416	0.0381878279149532	0.0841374844312667	13.401229858398438	0.7597997188568115
9	0.947264299960807	0.1	0.0818533499727436	96.09438567941416	0.038217581808567	0.0727084949612617	5.4217305183410645	0.795316755771637
10	1.0870714000193402	0.05	0.0771244909520358	96.01301880751906	0.0380563475191593	0.0730367004871368	5.802298069000244	0.7969567775726318
11	0.9322238000459038	0.05	0.0758623286196621	96.09438570424538	0.03781658411026	0.0706356540322303	4.548508644104004	0.7569655179977417
12	1.0322355999960564	0.05	0.0680872650576059	96.09438567941416	0.0380043908953666	0.0668901279568672	2.274961471557617	0.6690072417259216
13	1.005873700021766	0.05	0.0656998856849453	96.17575273754346	0.0378820709884166	0.0659769177436828	1.9393441677093504	0.6190239191055298
14	1.318226200004574	0.05	0.0696528196225717	96.01301880751906	0.0380343981087207	0.0700663030147552	4.230839252471924	0.6344830989837646
15	1.116610400029458	0.05	0.0659240357535364	96.17575273754346	0.038062460720539	0.0709879249334335	4.714036464691162	0.607768177986145
