epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C
1	7.907091400000354	0.1	0.2209776019232613	89.81142857142858	0.12512768805027	0.2326540797948837	1917.396484375	0.8408796787261963
2	8.288014999998268	0.1	0.1919564007043838	92.97714285714284	0.0915683284401893	0.1911553591489792	1979.659423828125	0.9229358434677124
3	8.417216900001222	0.1	0.1943824606310753	93.09333333333332	0.0911743566393852	0.199295625090599	2276.980224609375	0.9900987148284912
4	7.812188500000047	0.1	0.1953337820984068	93.05904761904762	0.0905415639281272	0.1964890360832214	2202.520263671875	0.994207501411438
5	8.1234532999988	0.1	0.1935594060613995	93.14666666666666	0.0907744467258453	0.1960195302963256	2186.450439453125	0.9535266160964966
6	8.234683400001813	0.1	0.1936484555176326	93.06666666666666	0.0905631482601165	0.1894605755805969	1978.01953125	0.847331702709198
7	8.333972699998412	0.1	0.1921694271791549	93.08761904761904	0.0906619876623153	0.195090189576149	2161.75634765625	0.8392422199249268
8	7.796359399999346	0.1	0.1944717957019806	93.07238095238095	0.0904086455702781	0.191017746925354	2036.1214599609373	0.8948896527290344
9	8.248937500000466	0.1	0.1913642953713735	93.09333333333332	0.0910981521010398	0.1954096108675003	2080.575927734375	1.078672170639038
10	7.74911129999964	0.1	0.1940305937835148	93.07428571428572	0.0906337574124336	0.1875192075967788	1909.72705078125	0.8388791084289551
11	8.305393700000423	0.1	0.1942985281217666	93.0095238095238	0.0912992358207702	0.1923129707574844	2025.5196533203125	0.777226984500885
12	7.822609099999681	0.1	0.1948016685463133	93.04571428571428	0.0911427214741706	0.1952913105487823	2114.2431640625	1.0174006223678589
13	7.905037699998502	0.1	0.193636100644157	93.12761904761904	0.09066653996706	0.1992925405502319	2309.89501953125	0.8652756214141846
14	7.8006850999991	0.1	0.1948168793791816	93.11619047619048	0.0902958959341049	0.1918976157903671	2062.08203125	0.9451871514320374
15	8.070219400000497	0.1	0.1926702648582912	93.13333333333334	0.0903588309884071	0.1969179660081863	2236.03759765625	0.9705412983894348
16	8.255205699999351	0.1	0.1922308528332483	93.1752380952381	0.09067964553833	0.1989494860172271	2276.37255859375	0.804439127445221
17	8.018018599999778	0.05	0.1793458242598034	93.6952380952381	0.0875686183571815	0.1777539998292923	1720.358154296875	0.7894375920295715
