epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C
1	44.3460006000023	0.01	0.047942607243501	97.34476190476192	0.0282169263809919	0.0451687946915626	90.67821502685548	0.5405387878417969
2	44.87891049999962	0.01	0.0446194362615545	97.2990476190476	0.0283417329192161	0.0462816543877124	101.21160125732422	0.4726239740848541
3	44.45828190000248	0.01	0.044296939417294	97.35238095238095	0.0282938797026872	0.0420702435076236	60.76174545288086	0.4224336445331573
4	44.27349289999984	0.01	0.0450487857472328	97.30666666666669	0.0285009462386369	0.0464953258633613	101.2838363647461	0.4688858687877655
5	44.2493816999995	0.01	0.0444437111278375	97.3409523809524	0.0282995756715536	0.0444355309009552	82.54791259765625	0.50981605052948
6	44.30837470000188	0.01	0.0432191008211956	97.31809523809524	0.028330136090517	0.0402881056070327	44.539669036865234	0.407539039850235
7	44.37287989999823	0.01	0.0443558891932169	97.28	0.0283383205533027	0.0460340715944767	98.78941345214844	0.4737493097782135
8	44.59855360000074	0.01	0.0441596338876656	97.2990476190476	0.0284114964306354	0.044577844440937	83.2188491821289	0.467929482460022
9	44.59978740000224	0.01	0.0448710157415341	97.29523809523808	0.0284586455672979	0.0428730100393295	66.11522674560547	0.4477624595165252
10	44.58262599999944	0.01	0.0436088200137728	97.37142857142857	0.0280848629772663	0.0462363995611667	104.64617919921876	0.5089276432991028
11	44.55845279999994	0.01	0.0450829452422403	97.25714285714284	0.0286009926348924	0.0469941161572933	105.80684661865234	0.504881739616394
12	44.36028860000079	0.01	0.0460417768139214	97.3409523809524	0.0281751323491334	0.0476562082767486	119.04431915283205	0.5563612580299377
13	44.39933139999994	0.005	0.0390768921307155	97.32190476190476	0.0281761158257722	0.0381149873137474	29.998414993286133	0.3120192587375641
14	44.33100340000237	0.005	0.03726161155502	97.35619047619048	0.0281000752002	0.0378909967839717	29.002742767333984	0.3000227808952331
15	44.27501639999901	0.005	0.03711399118212	97.36	0.0280491150915622	0.0369060821831226	22.660493850708008	0.2977994680404663
16	44.25477089999913	0.005	0.0375830100119113	97.35238095238095	0.0281767528504133	0.0378614738583564	28.185546875	0.3129789233207702
17	44.33130650000021	0.005	0.0380951881020906	97.31809523809524	0.0281133241951465	0.037896953523159	28.953052520751957	0.3027251362800598
18	44.44930440000098	0.005	0.03769872878279	97.39809523809524	0.0280156284570693	0.0364181771874427	19.54363822937012	0.3002299666404724
19	44.465898400001606	0.005	0.0380641284561582	97.31428571428572	0.0282786544412374	0.0379346273839473	27.880786895751957	0.3108458518981933
20	44.47101409999959	0.005	0.0387953188338095	97.34857142857145	0.0280761495232582	0.0383041054010391	31.90664291381836	0.3495272696018219
21	44.47132649999912	0.005	0.0373576441200361	97.32571428571428	0.0280838068574666	0.0366808734834194	20.93527603149414	0.2915379703044891
22	44.46275109999988	0.005	0.0381188195716589	97.31809523809524	0.0281321257352828	0.0361777953803539	17.083377838134766	0.2961762547492981
23	44.32000870000047	0.005	0.0376751039260909	97.34857142857145	0.0280891042202711	0.0392706915736198	38.79831314086914	0.3072675168514251
24	44.36079370000152	0.005	0.0389772603213787	97.34857142857145	0.0280648656189441	0.0435125418007373	70.39774322509766	0.3224298655986786
25	44.9102469999998	0.005	0.0389968342925111	97.36	0.0280166193842887	0.0377538464963436	28.49702453613281	0.3347305059432983
26	44.65941190000012	0.005	0.0377375493381704	97.35238095238095	0.028142649680376	0.038638636469841	33.81143951416016	0.3003785312175751
27	44.80910519999816	0.005	0.0383381634586623	97.36380952380952	0.028049049898982	0.0378716364502906	29.14236831665039	0.3321139216423034
28	44.63657450000028	0.005	0.0375917992432557	97.35619047619048	0.0281436797231435	0.0386684723198413	33.995269775390625	0.2996817231178283
29	44.5461200000027	0.005	0.0384542997025308	97.33714285714284	0.0281323604285717	0.0373238287866115	24.74130630493164	0.311499536037445
30	44.855240900000354	0.005	0.0381107431337946	97.32571428571428	0.0282495357096195	0.0394104607403278	38.649940490722656	0.3139126002788543
