epoch	time	lr	loss	accuracy	val_loss	val_accuracy
1	0.7422578000114299	0.1	0.5812663428057373	41.89120491931568	0.470566229122441	52.84552848629835
2	0.5712725999765098	0.1	0.3968592221111468	60.2948653061619	0.43708459826988905	56.30081307015768
3	0.6425316000240855	0.1	0.45201103979400653	54.7534316411525	0.41152308045364006	58.94308949292191
4	0.6402950999909081	0.1	0.3294648126441934	66.85307576926638	0.38674760107102435	61.17886185064548
5	0.6178826000541449	0.1	0.2718387079317678	73.00457553446566	0.33214656415024424	66.869918699187
6	0.6166808999842033	0.1	0.18269023850719276	81.79969498634823	0.2783736731947922	72.15447154471545
7	0.6587096999865025	0.1	0.16535851825265394	83.5790544363467	0.15624826692226457	84.55284565251048
8	0.6166118000401184	0.1	0.13147843671166237	87.03609563520128	0.14660912691577663	84.95934965552354
9	0.6442153999814764	0.1	0.11779388787256138	88.20538899470661	0.14983451687465837	84.75609768503081
10	0.6302671000012197	0.1	0.11332876716674617	88.6629385237895	0.10382526761632628	89.83739837398375
11	0.6326012000208721	0.1	0.09751638309508334	90.23894257150329	0.10497477414404474	89.63414646551861
12	0.6773164000478573	0.1	0.09180167802606189	90.84900872017687	0.08664232171405807	91.46341463414635
13	0.6508399000158533	0.1	0.08287390958978007	91.81494667739751	0.14064785444397268	85.5691056910569
14	0.6260564999538474	0.1	0.0885160442045878	91.20488052872395	0.09926772493172467	90.04065040650407
15	0.5822294999961741	0.1	0.07827495617662278	92.2724962258739	0.083157479763031	91.66666666666667
16	0.5088344999821857	0.1	0.12222578711750912	87.7478393880498	0.10831400303821254	89.22764240047796
17	0.528029500041157	0.1	0.10424295523458164	89.57803769831617	0.09843634165884034	90.2439024390244
18	0.5208229999989271	0.1	0.0782309963761336	92.3741738688358	0.10353266902086211	89.83739837398375
19	0.5171090000076219	0.1	0.05971182791121308	94.0010167768175	0.08396937037871229	91.66666666666667
20	0.4859940000460483	0.1	0.05743245756604917	94.20437221788912	0.07825624827689283	92.27642276422765
21	0.5226735000032932	0.1	0.0703332188298209	92.98424003690285	0.10890076176180102	89.22764240047796
22	0.5080259999958798	0.1	0.07216081591479265	92.83172343670564	0.06582435274996408	93.4959349593496
23	0.4766622000024654	0.1	0.06961055038223184	92.93340119602841	0.09992921849091847	89.83739837398375
24	0.5183127999771386	0.1	0.06339038636139582	93.6451449682704	0.08146855471337726	91.869918699187
25	0.5054883999982849	0.1	0.07365247530717806	92.62836811199489	0.10811046934951611	89.22764227642277
26	0.48054030002094805	0.1	0.09598363720043455	90.44229793500101	0.09848613055740915	90.04065040650407
27	0.6049605999724008	0.1	0.08215625149855531	91.91662437853985	0.08120844373858077	91.869918699187
28	0.5562578000244685	0.1	0.05686871882435266	94.35688866293849	0.07831145308124364	92.07317073170732
29	0.5414775999961421	0.05	0.0651142703976253	93.54346728652155	0.08724345424310948	91.26016272568121
30	0.49628939997637644	0.05	0.057771506129816574	94.25521105876355	0.08147393809101446	91.86991876121459
31	0.5659792000078596	0.05	0.06574179811652202	93.44178952719878	0.06712669255287666	93.29268292682927
32	0.5157839999883436	0.05	0.046447670696105336	95.37366548042705	0.06311578424723215	93.69918699186992
33	0.5363231999799609	0.05	0.042974221347308	95.62785972358614	0.07556348166814665	92.27642276422765
34	0.490127700031735	0.05	0.04714976433696757	95.2211490159842	0.07562545159967934	92.27642276422765
35	0.546387100010179	0.05	0.05912453378615811	94.05185561769191	0.08415486027554768	91.66666666666667
36	0.5168934999965131	0.05	0.05962771401528968	94.05185561769191	0.09119701409727578	90.65040650406505
37	0.5461854000459425	0.05	0.05445440019228523	94.56024410401011	0.05808166335753355	94.10569105691057
38	0.5130407999968156	0.05	0.0538480848331529	94.61108294488454	0.07497756952435021	92.47967479674797
39	0.5095413000090048	0.05	0.06812298369092509	93.23843416370107	0.09534227539126466	90.44715459559991
40	0.5185360999894328	0.05	0.05825406814445836	94.2043721403152	0.07509310428446964	92.47967479674797
41	0.499610600003507	0.05	0.04954474276555847	95.01779359430606	0.05518001517871531	94.71544715447155
42	0.5598667999729514	0.05	0.041699540023429175	95.83121512587081	0.06488791035442817	93.90243902439025
43	0.5004354999982752	0.05	0.0452290387908456	95.47534323974982	0.0473866200422853	95.32520325203252
44	0.5230656000203453	0.05	0.047262499325764935	95.2719877986782	0.043509013526808415	95.52845528455285
45	0.5312158000306226	0.05	0.052514183571269565	94.76359942872087	0.08824333790841142	91.0569105691057
46	0.4979621999664232	0.05	0.054667141316931483	94.5602440264362	0.06329738778796623	93.69918699186992
47	0.4893963999929838	0.05	0.05282138204689734	94.8144382695953	0.059774072795379454	93.90243902439025
48	0.5327939999988303	0.05	0.056851937859326254	94.35688870172544	0.09385136508844732	90.24390256307959
49	0.5441078000003472	0.05	0.0681304644829404	93.1367564819522	0.08709265303805591	91.26016272568121
50	0.6177754999953322	0.05	0.06629876597738538	93.28927300457549	0.07914705144438317	91.86991882324219
51	0.5315822000266053	0.025	0.04943535376925364	95.06863251275439	0.04969416461824402	95.1219512195122
52	0.5993410999653861	0.025	0.03894270411074677	96.13624813233042	0.0487621600429217	95.1219512195122
53	0.5023260999587364	0.025	0.03984767865213453	95.98373157092018	0.04546130066964685	95.52845528455285
54	0.6237199000315741	0.025	0.03962068581678088	96.0345704117946	0.06047976865031855	93.90243902439025
55	0.5743133000214584	0.025	0.03553415755360152	96.44128113879003	0.05451801928078256	94.71544715447155
56	0.5592431999975815	0.025	0.05011756885578988	95.01779359430606	0.07679020674005757	92.47967479674797
57	0.6356120999553241	0.0125	0.039576424610572356	96.08540925266904	0.05290364686066542	94.71544715447155
58	0.5327087999903597	0.0125	0.03546734259146146	96.49212005723838	0.052841872582590675	94.71544715447155
59	0.5552052999846637	0.0125	0.033034380084073174	96.7463141840366	0.047947788807919355	95.1219512195122
60	0.5895789999631234	0.0125	0.03899715902188294	96.18708693441789	0.07783762916801433	92.07317073170732
61	0.5093137999647297	0.0125	0.05200801938999476	94.81443823080834	0.06950291312806975	92.88617898584381
62	0.5139655999955721	0.0125	0.05017575947970273	95.06863243518048	0.055276364708940186	94.51219512195122
63	0.5028968999977224	0.00625	0.041373367125171284	95.8312150482969	0.04648861161819365	95.32520325203252
64	0.5111092999577522	0.00625	0.035542655412352596	96.39044229791561	0.04906274196578605	95.1219512195122
65	0.5486055000219494	0.00625	0.03220032113658697	96.79715310248494	0.0493812972937173	95.1219512195122
