epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C
1	4.327469100011513	0.1	0.0703175588217625	98.61123318976884	0.0215078443288803	0.065015397965908	226.75863647460935	1.2187739610671997
2	3.850167800032068	0.1	0.0580576938754059	99.09466467434298	0.0152049902826547	0.0562011264264583	241.75982666015625	1.310512900352478
3	3.736370600003284	0.1	0.0518395046100126	99.27045794146083	0.0127716921269893	0.0496172681450843	211.22645568847656	1.8018525838851929
4	3.695902200008277	0.1	0.0522069033997265	99.1913509712578	0.0129156736657023	0.0537746287882328	255.18968200683597	1.323270320892334
5	3.961981700034812	0.1	0.0512337064531122	99.22650962468136	0.0126880519092082	0.0520895309746265	237.08395385742188	1.8108943700790403
6	3.877845899958629	0.1	0.0499499073918259	99.3056165948844	0.0119504146277904	0.0490266941487789	229.64450073242188	1.43683922290802
7	3.778200900007505	0.1	0.0515283931014307	99.25287861474904	0.0127200502902269	0.0534124299883842	256.141845703125	1.5715670585632324
8	3.8129541999660432	0.1	0.0508584580766072	99.27045794749624	0.0122770415619015	0.0526273660361766	252.6793670654297	1.7596296072006226
9	4.046649499970954	0.1	0.0506301052435162	99.31440625824033	0.0123737351968884	0.0503233410418033	234.0820770263672	1.3736388683319092
10	4.245461100013927	0.1	0.050966986333461	99.25287861474904	0.0124843409284949	0.0538828670978546	261.6582946777344	1.2916791439056396
11	4.115714600018691	0.1	0.0525448926086557	99.35835457501976	0.0121587077155709	0.0556045249104499	286.5885925292969	1.5060356855392456
12	4.054194600030314	0.1	0.0528901390043054	99.1913509712578	0.0125145548954606	0.0515682958066463	238.09934997558597	1.194170594215393
13	3.9643978999811225	0.05	0.045679322970836	99.36714423837569	0.011271147057414	0.0457159653306007	201.33328247070312	1.0691916942596436
14	4.037651600025129	0.05	0.0458353060225058	99.36714423837569	0.0118894185870885	0.0464651063084602	206.8008728027344	1.515703558921814
15	4.004392600036226	0.05	0.0457797962541874	99.41988221582864	0.0118058901280164	0.0463147833943367	207.67132568359372	1.393377661705017
16	3.9683691000100234	0.05	0.0456674796763807	99.39351322844335	0.0116529501974582	0.0461881197988987	208.8830108642578	1.4550483226776123
17	3.9924341999576423	0.05	0.0457449321123196	99.38472356508746	0.0118410615250468	0.0473485365509986	216.22381591796875	1.4638200998306274
