epoch	time	lr	loss	accuracy	val_loss	val_accuracy
1	2.799747600045521	0.001	0.06489191427430382	94.54523464695636	0.03779497518559028	96.5183752417795
2	2.8781295000226237	0.001	0.03574392661618102	96.63763909046928	0.03830406943793684	96.42166344294004
3	2.7836024000425823	0.001	0.03062622455306023	97.00048379293662	0.03323467637140239	96.80851063829788
4	2.762976699974388	0.001	0.027216968296458886	97.25447509204587	0.02937967709231423	96.95357833655706
5	2.8209143999847583	0.001	0.022748054944638416	97.78664732233129	0.023582915236859996	97.77562862669245
6	2.9460243999492377	0.001	0.01913013455584595	98.20996613449444	0.027282459214617943	97.34042553191489
7	2.932710900029633	0.001	0.019301655921719185	98.12530237058539	0.020996594632213764	97.92069632495165
8	2.890781500027515	0.001	0.0157920097239247	98.52443154329947	0.02377858204763505	97.72727272727273
9	2.9430568999960087	0.001	0.01442991478984115	98.64537978483735	0.020727420070819284	97.92069632495165
10	2.8403148999786936	0.001	0.01345045288216437	98.65747460087083	0.02812263970596561	97.1953578336557
11	1294.6461987000075	0.001	0.011007569283319085	98.91146589259797	0.018091707429137058	98.35589941972921
12	2.1651940000010654	0.001	0.008798221826381207	99.20174165457185	0.02041312766835693	97.92069632495165
13	1.8596149000222795	0.001	0.010095095816129192	99.00822447992259	0.01929167965054377	98.1624758220503
14	1.9857825999497436	0.001	0.01046935757275186	98.99612965650701	0.019145590139686253	98.11411992263056
15	1.8788135999930091	0.001	0.009687423125724027	99.02031930333817	0.018136860345214664	98.1624758220503
16	1.893737600010354	0.001	0.008912203713609913	99.15336236090953	0.021062365677243736	98.0174081237911
17	1.8532394000212662	0.001	0.007383847873198279	99.27431059506532	0.014295245158689626	98.5009671179884
18	1.8265351000009105	0.001	0.006931344001231336	99.34687953555878	0.013816482353312858	98.64603481624758
19	1.8407322999555618	0.001	0.006359280911141447	99.35897435897436	0.022619203601313514	97.72727272727273
20	1.8115815999917686	0.001	0.0059550760136345285	99.40735365263667	0.0176389623988182	98.21083172147002
21	1.8791315999696963	0.001	0.0058138126450629985	99.4436381228834	0.019222665268286514	98.1624758220503
22	1.803934300027322	0.001	0.005397031603657686	99.49201741654572	0.01579438073549787	98.40425531914893
23	1.7969674000050873	0.001	0.004995265251983463	99.52830188679245	0.015953445897169224	98.40425531914893
24	1.8624949000077322	0.001	0.004260155101530889	99.57668118045477	0.0129673755089901	98.74274661508704
25	1.8503608999890275	0.001	0.004071738925975593	99.60087082728592	0.015763671993042322	98.30754352030948
26	1.8458306000102311	0.001	0.0049575757168604665	99.51620706337687	0.016281000736603653	98.5009671179884
27	1.8814620000193827	0.001	0.004012329430901952	99.62506047411708	0.014934269385322265	98.59767891682786
28	1.7448423000168987	0.001	0.005478469762152951	99.47992259313014	0.014221491375321079	98.59767891682786
29	1.6854336999822408	0.001	0.005409500317897671	99.46782776971456	0.014443025310439143	98.54932301740813
30	1.6901154999504797	0.001	0.004625615905781152	99.54039671020803	0.017130543497648646	98.25918762088975
31	1.7248658000025898	0.0005	0.003001829514655735	99.69762941461055	0.013242872428327774	98.74274661508704
32	1.749167000001762	0.0005	0.0022436978487387106	99.77019835510401	0.01277106745306824	98.74274661508704
33	1.8154140000115149	0.0005	0.0020865810432178014	99.79438800193518	0.012254405440672569	98.8394584139265
34	1.879976500000339	0.0005	0.001817246649394696	99.81857764876632	0.012701320103450715	98.8394584139265
35	1.7852322999970056	0.0005	0.0016461614110242588	99.84276729559748	0.012403312200460604	98.88781431334623
36	1.7786602000123821	0.0005	0.0017934761649465354	99.8306724721819	0.012104491575650791	98.8394584139265
37	1.7616488999919966	0.0005	0.001604564430261514	99.84276729559748	0.012841697414792944	98.74274661508704
38	1.7579956999979913	0.0005	0.0017791250418740076	99.8306724721819	0.012036054314076325	98.8394584139265
39	1.7251710999989882	0.0005	0.001585377220751067	99.84276729559748	0.012352795287880261	98.8394584139265
40	1.7073193999822251	0.0005	0.0015758638998766596	99.84276729559748	0.012395553110704201	98.8394584139265
41	1.803919899975881	0.0005	0.001574694313718088	99.84276729559748	0.012397735684072488	98.79110251450678
42	1.7208881999831647	0.0005	0.0015743298552494205	99.84276729559748	0.012408844114243409	98.79110251450678
43	1.731728600047063	0.00025	0.0015741044526579996	99.84276729559748	0.012419782604164726	98.79110251450678
