epoch	time	lr	loss	accuracy	linear_loss	bound	kl	C
1	8.181032299995422	0.01	0.1845027910021202	84.76658476950072	0.1525450646877288	0.1703453063964843	8.145859718322754	0.1929187029600143
2	8.030989399994723	0.01	0.1676426759613624	84.83756483777312	0.1524054259061813	0.1662992537021637	4.232888698577881	0.117372952401638
3	8.045994399988558	0.01	0.1660848987467003	84.84302484427454	0.1522322744131088	0.1666153222322464	5.370580673217773	0.10540022701025
4	8.046267300029285	0.01	0.1660009019733809	84.8102648115145	0.1524338573217392	0.1654065400362014	2.767711877822876	0.1031140387058258
5	8.151583999977447	0.01	0.1664388312876566	84.77750477708821	0.152408018708229	0.1666578650474548	5.11277961730957	0.1060142144560813
6	8.068567999987863	0.01	0.1659903422469914	84.80480480772076	0.1523403227329254	0.1658500880002975	3.7585129737854	0.1021764725446701
7	8.110735299997032	0.01	0.1660876591772516	84.7556647585807	0.1524615287780761	0.1674249619245529	6.451601028442383	0.1065093800425529
8	8.120062200003304	0.01	0.1663141572748804	84.81572481530824	0.1524710357189178	0.1663448959589004	4.386851787567139	0.1079360321164131
9	8.239954399992712	0.01	0.1660531820656659	84.85394485519456	0.1525682508945465	0.1669447571039199	5.309035301208496	0.1021358296275138
10	8.153481399989687	0.01	0.1658255763573624	84.78842479134074	0.1523081362247467	0.1670576930046081	5.899270534515381	0.0978445336222648
11	8.158242999983486	0.005	0.1647705907154133	84.82664482664482	0.1523825228214264	0.1649529784917831	2.12992525100708	0.0931103900074958
12	8.16366919997381	0.005	0.1646717551051187	84.80480480772076	0.1524077802896499	0.1644420027732849	1.2448782920837402	0.0927623957395553
13	8.26457629998913	0.005	0.1645685722430547	84.8375648404808	0.1524048298597335	0.1648893803358078	1.9862024784088133	0.0925887674093246
14	8.194413000019267	0.005	0.1649287229486739	84.79388479680075	0.1524988561868667	0.164534792304039	1.2482824325561523	0.0916048809885978
15	8.182168099971022	0.005	0.1648369124614326	84.83210483210483	0.1524143368005752	0.1646995097398758	1.6465492248535156	0.0953608080744743
16	8.204899800010026	0.005	0.1647357803337436	84.81026481047309	0.1524433940649032	0.1651854664087295	2.415804147720337	0.0945372506976127
17	8.180623800028116	0.005	0.164789062519559	84.8102648115145	0.1523257046937942	0.1647892296314239	1.9534122943878172	0.0917667299509048
18	8.280115699977614	0.005	0.1646564927756574	84.78296478254822	0.1523250639438629	0.1651226133108139	2.5144970417022705	0.094249278306961
19	8.234531000023708	0.0025	0.1642691452944015	84.8539448568608	0.1524425148963928	0.1642194986343383	0.8403090834617615	0.0898657366633415
